time,tweet,CleanTweets
2022-09-01 04:59:28+00:00,Menteri Badan Usaha Milik Negara Erick Thohir yakin PT Pos Indonesia mampu menyalurkan bantuan langsung tunai atau BLT atas pengalihan subsidi BBM dapat berjalan tepat sasaran dan tepat waktu. #erickthohir #sobaterick https://t.co/NSYEhqFuJ6,menteri badan usaha milik negara yakin pt pos indonesia salur bantu langsung tunai alih subsidi bbm jalan tepat sasar tepat waktu
2022-09-24 16:38:45+00:00,"@PartaiSocmed kalo kementerian ESDM ngehapus kebijakan tsb palingan nasib pertamina nanti ngga jauh beda kayak nasib Pos Indonesia sekarang. 
tapi sekarang mendingan pake shell sih, banyak promonya.",menteri bijak paling nasib tidak jauh beda nasib pos indonesia pakai sih banyak
2022-07-02 04:33:51+00:00,@Mei2Namaku @PosIndonesia Kementerian BUMN...,menteri bumn
2022-07-23 08:00:54+00:00,"Menteri BUMN @erickthohir : Aset2 BUMN Bisa Dimaksimalkan Untuk Sektor Parawisata.

Beberapa aset telah diperbaiki seperti Sarinah sebagai sejarah yg terlupakan. Juga Kantor Pos Indonesia yg hampir seluruhnya sudah perbaiki.

Kita dukung parawisata 👍

Yess!! #BangkitBersamaET https://t.co/vI5Pkn7aWG",menteri bumn aset bumn bisa sektor aset baik sejarah lupa kantor pos indonesia seluruh sudah baik dukung
2022-07-02 06:16:35+00:00,"Menteri BUMN Erick Thohir terus mendorong pemanfaatan gedung seperti bandara, gedung pos Indonesia, maupun gedung seperti Sarinah plaza untuk bisa jadi etalase budaya dan bisa jadi sentra UMKM agar mendunia..

#BangkitBersamaET https://t.co/BbjLayB94i",menteri bumn dorong manfaat gedung bandara gedung pos indonesia gedung bisa etalase budaya bisa sentra umkm dunia
2022-08-31 14:41:05+00:00,"Menteri BUMN Optimistis PT Pos Indonesia Bisa Menyalurkan BLT BBM Tepat Sasaran 
https://t.co/xmykWGgWF5",menteri bumn optimistis pt pos indonesia bisa salur bbm tepat sasar
2022-07-02 12:06:44+00:00,@Mei2Namaku @mediocrickey @PosIndonesia Bukannya kementerian BUMN ya? Pos Indonesia setauku BUMN,menteri bumn ya pos indonesia bumn
2022-09-02 03:34:30+00:00,Menteri BUMN Yakin Pos Indonesia Salurkan BLT BBM Tepat Waktu dan Sasaran https://t.co/E63LVbkFvY,menteri bumn yakin pos indonesia bbm tepat waktu sasar
2022-09-06 10:24:03+00:00,Kementerian Ketenagakerjaan telah menandatangani perjanjian kerja sama dengan Himbara dan PT Pos Indonesia dalam rangka penyaluran BSU. #BSU https://t.co/CxnQtUb0Va,menteri menandatangani janji kerja pt pos indonesia rangka salur
2022-09-07 00:54:15+00:00,"Menteri Sosial Tri Rismaharini menyampaikan bantuan langsung tunai (BLT) BBM untuk 18.486.756 keluarga siap disalurkan melalui PT Pos Indonesia.

𝗝𝗼𝗸𝗼𝘄𝗶 𝗚𝗮𝘀 𝗣𝗼𝗹 𝗣𝗲𝗺𝘂𝗹𝗶𝗵𝗮𝗻 𝗘𝗸𝗼𝗻𝗼𝗺𝗶 https://t.co/Dk67SEZwMm",menteri sosial bantu langsung tunai bbm keluarga salur pt pos indonesia gas pol pulih ekonomi
2022-08-30 23:00:01+00:00,"Nantinya, Kementerian Sosial (Kemensos) akan membayarkan BLT sebesar Rp300.000 sebanyak dua kali melalui berbagai saluran Kantor Pos Indonesia. #AlihSubsidiTepatGuna https://t.co/r8VPsAcRIV",menteri sosial bayar rp kali salur kantor pos indonesia
2022-08-29 11:18:04+00:00,"Kementerian Sosial akan menyalurkannya dalam besaran Rp300 ribu sebanyak dua kali, dimulai September 2022, melalui PT Pos Indonesia. https://t.co/SGpO3pWN5B",menteri sosial besar rp ribu kali september pt pos indonesia
2022-09-16 09:49:30+00:00,"Menteri Sosial Dorong PT Pos Indonesia Percepat Penyaluran BLT
https://t.co/TnLNFNLdNn",menteri sosial dorong pt pos indonesia cepat salur
2022-09-16 12:45:39+00:00,"Menteri Sosial (Mensos) Tri Rismaharini melaporkan PT Pos Indonesia (Persero) telah menyalurkan bantuan langsung tunai bahan bakar minyak (blt BBM) kepada 12,7 juta keluarga penerima manfaat (KPM).

https://t.co/0EmbyQneQJ",menteri sosial lapor pt pos indonesia salur bantu langsung tunai bahan bakar minyak bbm juta keluarga terima manfaat
2022-09-17 06:57:07+00:00,"Menteri Sosial (Mensos) Tri Rismaharini mengatakan sampai dengan 16 September 2022, PT Pos Indonesia telah menyalurkan Bantuan Langsung Tunai (BLT) Bahan Bakar Minyak (BBM) kepada 12.701.985 Keluarga Penerima Manfaat (KPM) di 482 kabupaten dan kota.
https://t.co/rRBbiHJTIG",menteri sosial sampai september pt pos indonesia salur bantu langsung tunai bahan bakar minyak bbm keluarga terima manfaat kabupaten kota
2022-09-04 23:44:24+00:00,"Menteri Sosial Tri Rismaharini mengatakan, dari total 20,65 juta target penyaluran BLT, 18,48 juta di antaranya telah siap disalurkan melalui PT Pos Indonesia.
#DemiWujudkanRlMaju https://t.co/jsfNixo989",menteri sosial total juta target salur juta salur pt pos indonesia
2022-08-11 14:15:35+00:00,"@archie9195 @txtdarionlshop Klo mesen sendiri biasanya dikasih resi kan, jdi bisa nentuin kapan kurirnya kira2 dateng sama kurir yg mana (bisa ninjaxpress, sicepat, pos indonesia, dkk)

Yg kasus diatas tuh sama aja kayak kita gk mesen apa2 kok tiba2 ada paket. https://t.co/SGRPiK4lL7",pesan sendiri resi bisa tentu kurir kira datang kurir mana bisa sicepat pos indonesia kawan kawan kasus saja tidak pesan paket
2022-09-24 04:32:56+00:00,@PosIndonesia ini berarti mesti diambil di kantor pos besar jakarta utara kah? pembayarannya apa bisa langsung di kantor posnya? https://t.co/x5UZFlG0Ru,mesti ambil kantor pos besar jakarta utara kah bayar bisa langsung kantor
2022-08-18 08:13:49+00:00,"Mestinya @PosIndonesia evaluasi internal dong kenapa transaksi pembayaran via QRIS sering gagal (sesuai info dari petugas call center 161). 

Selama ini aku bayar tax pakai QRIS  nggak pernah ada masalah tuh. 

Tolong adakan lagi pembayaran via QRIS biar nggak merepotkan.",mesti evaluasi internal transaksi bayar sering gagal sesuai informasi tugas panggil bayar pakai tidak masalah tolong adakan lagi bayar biar tidak repot
2022-08-02 11:52:47+00:00,Pak Jonan kayaknya musti dipindahin ke PT. Pos Indonesia deh 😎,mesti pt pos indonesia deh
2022-09-23 14:41:21+00:00,@PosIndonesia Itu metode pembayaran QR amat membantu tapi malah diilangin dan mesti ke loket... Apa tydac malu kak sama kecanggihan teknologi yang sudah super kece sekarang 🥲,metode bayar bantu hilang mesti loket malu kak teknologi sudah super keren
2022-09-05 02:15:00+00:00,"Beberapa metode yang perlu di perhatikan saat melakukan pencairan di Pos Indonesia
#BLTBBMTepat
Ekonomi Tetap Terjaga https://t.co/1UPvcD6IVd",metode perhati cair pos indonesia ekonomi jaga
2022-09-05 02:15:00+00:00,"gunakan tiga metode salukan BLT BNM oleh pos indonesia #BLTBBMTepat
Ekonomi Tetap Terjaga https://t.co/0XC82690pp",metode pos indonesia ekonomi jaga
2022-09-05 02:15:00+00:00,"Ternyata ada 3 metode yang dilakukan oleh Pos Indonesia untuk menyalurkan BLT BBM
#BLTBBMTepat
Ekonomi Tetap Terjaga https://t.co/pKylNLiJdr",metode pos indonesia salur bbm ekonomi jaga
2022-09-05 02:15:00+00:00,"Ada tiga metode yang di gunakan pos indonesia dalam menyalurkan BLT BBM kepada penerima
#BLTBBMTepat
Ekonomi Tetap Terjaga https://t.co/B1fmq9DnFi",metode pos indonesia salur bbm terima ekonomi jaga
2022-09-05 02:15:18+00:00,"Tiga metode digunakan PT. Pos Indonesia untuk menyalurkan BLT BBM. #BLTBBMTepat
Ekonomi Tetap Terjaga https://t.co/iAo0qa6QfA https://t.co/bRdvrKNHqM",metode pt pos indonesia salur bbm ekonomi jaga
2022-09-05 02:15:00+00:00,"Ada tiga metode untuk penyaluran BLT BBM yang telah digunakan pos indonesia
#BLTBBMTepat
Ekonomi Tetap Terjaga https://t.co/7Qkf4i8nDv",metode salur bbm pos indonesia ekonomi jaga
2022-09-05 02:19:39+00:00,"Tiga metode diterapkan PT. Pos Indonesia dalam penyaluran BLT BBM. #BLTBBMTepat
Ekonomi Tetap Terjaga https://t.co/2jONlTrpF0 https://t.co/byShRrImDM",metode terap pt pos indonesia salur bbm ekonomi jaga
2022-07-30 15:56:46+00:00,@NgkongRoses Via @PosIndonesia  milik @KemenBUMN  kok aman2 saja dan tersalurkan dgn baik 🙏,milik aman saja salur baik
2022-09-19 10:11:17+00:00,"@aovraz @Ismu_AN memiliki rekening pada Bank Himbara/BSI, maka Kemnaker akan melakukan penyaluran dana BSU menggunakan PT. Pos Indonesia. -Iwan",milik rekening bank salur dana pt pos indonesia
2022-08-02 12:57:50+00:00,@naakamotoyuuta_ @PettaKumpe @PosIndonesia @caturan_ Minimal minta gaji,minimal gaji
2022-07-25 07:41:59+00:00,"@PosIndonesia misi kak miminn, boleh minta tolong cek status paket ku dengan resi p2207110135354 , sudah sampai mana kah?",misi kak boleh tolong cek status paket ku resi sudah sampai mana kah
2022-08-23 13:39:16+00:00,"futsal dimeriahkan oleh para mitra Karantina diantaranya Karantina Pertanian Tanjung Priok, Karantina Uji Standar, SKIMP Merak, PT. Pos Indonesia, KSOP Banten, PT. KJL, PT. Pelindo II Banten, PT. Bungasari Flour Mills, PT. Charoen Phokpand, PT. Eraresik Hunian, PT. Nutrindo dll https://t.co/gZNaOvwrHj",mitra karantina karantina tani tanjung priok karantina uji standar merak pt pos indonesia banten pt pt banten pt pt pt huni pt lain lain
2022-09-18 06:34:03+00:00,"Mitra Pos Indonesia Buka Lowongan Kerja, Berikut Tugas Utamanya.

Surabaya (https://t.co/ksziGGp1k3) – Mitra PT Pos Indonesia membuka lowongan kerja minimal lulusan SMA sederajat untuk yang disebar pada tahun… https://t.co/3PjeFBfmJu #Ragam #Lowongankerja #oranger #POSIndonesia",mitra pos indonesia buka lowong kerja tugas utama surabaya
2022-07-28 09:56:33+00:00,"Mobil Listrik Mitsubishi Mini Cab MiEV Segera Hadir di Indonesia, Airlangga: Investasi Rp10 Triliun: Mitsubishi sedang menyiapkan investasi besar untuk kendaraan listrik di Indonesia. Sebagai… https://t.co/GkW1XN3xxY #News #Mitsubishi #PosIndonesia #PTPosIndonesia #MiniCabMiEV",mobil listrik mini segera hadir indonesia investasi rp triliun investasi besar kendara listrik indonesia
2022-08-02 05:34:31+00:00,@Gus_Arifin @JNE_ID @PosIndonesia Modal utama perusahaan jasa itu kepercayaan dan reputasi nek wis ngunuku diklarifikasi piye ae malah dipisuh pisuhi.,modal utama usaha jasa percaya reputasi nek saja
2022-07-30 02:15:34+00:00,@PosIndonesia Semoga kak Lia dan kak Audi lekas mendapatkan jodoh,moga kak kak lekas jodoh
2022-09-19 03:29:29+00:00,@ha_nssi @PosIndonesia Okedeeh semoga ga dipersulit😭,moga tidak
2022-07-16 09:09:34+00:00,@PosIndonesia Semoga saya beruntung menang Aamiin,moga untung menang amin
2022-09-22 01:57:05+00:00,semoga perusahaan bumn ini segera hancur dan jadi kayak pos Indonesia,moga usaha bumn segera hancur pos indonesia
2022-09-14 16:35:59+00:00,"@KemnakerRI Mohon bantuannya min.. Kalau tidak punya rekening Bank BRI, BTN dll itu bagaimana pencairannya? Jika lewat POS Indonesia gimana sistem atau cara pencairannya?",mohon administrator tidak rekening bank lain lain lewat pos indonesia sistem
2022-08-11 05:39:40+00:00,@PosIndonesia mohon reply DM saya,mohon balas pesan langsung
2022-08-18 03:05:20+00:00,@PosIndonesia mohon dibantu untuk no resi ini knpa gagal ? P2208150060502,mohon bantu nomor resi gagal
2022-09-09 03:02:11+00:00,"@PosIndonesia @yenikartika24 Mohon dibantu utk resi B4632TCK022230706 belum sampai ke alamat, apakah bisa diambil di ktr pos?",mohon bantu resi belum sampai alamat bisa ambil kantor pos
2022-09-12 10:21:33+00:00,"@PosIndonesia Mohon di cek min , thx",mohon cek administrator terima kasih
2022-09-10 07:58:33+00:00,@PosIndonesia mohon cek DM,mohon cek pesan langsung
2022-08-30 06:59:30+00:00,@PosIndonesia mohon cek DM min,mohon cek pesan langsung administrator
2022-09-08 07:25:30+00:00,@PosIndonesia mohon untuk cek dm saya min. Terima kasih,mohon cek pesan langsung administrator terima kasih
2022-08-25 02:45:11+00:00,mohon cek dm saya kak @PosIndonesia,mohon cek pesan langsung kak
2022-08-08 05:13:28+00:00,@PosIndonesia mohon cek DM nya ya,mohon cek pesan langsung nya ya
2022-07-23 11:41:45+00:00,"@PosIndonesia 
Mohon di Check  ya Min.. dan arahannya (kapan dokumen akan dikirim)",mohon cek ya administrator dokumen kirim
2022-09-05 10:54:08+00:00,@nevemon Mohon untuk berhati-hati Sahabat karena perihal tersebut bukan resmi dari PT Pos Indonesia. -Niko,mohon hati hati sahabat perihal resmi pt pos indonesia
2022-09-10 07:25:51+00:00,@Yudskie Mohon berhati-hati dan tetap waspada ya terhadap penipuan mengatasnamakan Pos Indonesia :) -Jaya,mohon hati hati waspada ya tipu pos indonesia jaya
2022-08-15 05:00:45+00:00,@PosIndonesia mohon info Min. Pos Udara International saya tidak terkirim apa sebab ya?,mohon informasi administrator pos udara tidak kirim ya
2022-07-13 05:27:25+00:00,@PosIndonesia mohon infonya kantor pos mana saja yang menyediakan layanan cetak prangko PRISMA. Trima kasih.,mohon informasi kantor pos mana saja sedia layan cetak prangko prisma terima kasih kasih
2022-08-16 03:24:10+00:00,@PosIndonesia Mohon informasinya pengiriman berkas dengan nomor P2208120100825? Pengiriman dari Semarang tanggal 12 Agustus ke Cikeas Bogor hingga hari ini belum diterima.,mohon informasi kirim berkas nomor kirim semarang tanggal agustus bogor hari belum terima
2022-08-21 06:32:36+00:00,Mohon info pengiriman tercepat ke palu sulawesi yang murah @JNECare @jntexpressid @AntarajaDotCom @indahcargo7 @jntcargoid @sicepat_ekspres @PosIndonesia atau ada yg lain ?,mohon informasi kirim cepat palu sulawesi murah lain
2022-07-07 10:46:30+00:00,"@PosIndonesia mohon informasi saya mau kirim postcard dengan kiriman registered tujuan Rusia tapi dimasukan dalam amplop kenapa harus pakai CDS ??? mohon penjelasan,terima lasih",mohon informasi mau kirim kirim tuju rusia masuk amplop pakai mohon jelas terima
2022-09-19 12:17:58+00:00,"@PosIndonesia mohon infonya, paket saya yang dire-ekspor dengan keterangan ""Manifest Terima"" di Bandara Soekarno-Hatta per tanggal 3 September 2022 apakah sudah berangkat dari Bandara Soekarno Hatta atau belum? https://t.co/du9t7HmKCb",mohon informasi paket ekspor terang terima bandara soekarno hatta tanggal september sudah berangkat bandara soekarno hatta belum
2022-08-25 03:23:25+00:00,@PosIndonesia mohon info paket LP235790211SG. Status terakhir tgl 22 Agustus. Belum ada update lagi.,mohon informasi paket status akhir tanggal agustus belum baru lagi
2022-08-02 06:11:29+00:00,"@fadlizon @DPR_RI @kemkominfo @DKIJakarta @Filatelisindo @peruri_id @Kemenparekraf @FadliZonLibrary @PosIndonesia Mohon ijin bang, mau ikut ngelapak, sekedar Ikhtiar mencari rezeki yang halal
Bantu larisin, 
Open PO
Jam dinding kaligrafi
Upgarde 3.0 mesin original
Free 2 pcs paku tempel
Detail Order please DM 
(packing double savety) https://t.co/kMD3acHRAT",mohon izin bang mau ikhtiar cari rezeki halal bantu open jam dinding kaligrafi mesin bebas paku tempel detail pesan tolong pesan langsung emas
2022-08-16 13:25:01+00:00,"@KemensosRI Mohon penjelasannya, kami penerima BPNT dari PT. POS INDONESIA tapi kenapa tidak menerima KKS BPNT. trims",mohon jelas terima pt pos indonesia tidak terima terima kasih
2022-09-20 08:44:49+00:00,"@PosIndonesia Mohon dikirimkan ke saya bukti pembuatan laporannya. Lalu mohon infonya, bagaimana proses selanjutnya setelah pembuatan laporan tersebut?
Apakah kiriman tersebut bisa segera diberangkatkan?",mohon kirim bukti buat lapor mohon informasi proses buat lapor kirim bisa segera berangkat
2022-06-30 04:30:07+00:00,"@PosIndonesia @Thisable_org @PeduliDifabel @sahabat_difabel   mohon dicek sama CS pos Indonesia di IG, kami sudah mengajukan minta nomor hp kurir agar kami tunarungu bisa berjaga untuk mengambil paket, soalnya pintu 50 meter dari rumah jadi tidak bisa dengar.",mohon layan langgan pos indonesia instagram sudah aju nomor kurir tunarungu bisa jaga ambil paket pintu meter rumah tidak bisa dengar
2022-07-15 00:35:55+00:00,"@nicolingga @PosIndonesia @KemenBUMN Mohon maaf pak, yg bapak foto itu petugas customer service. Pekerjaannya memang menyelesaikan keluhan pelanggan melalui handphone, jangan menggiring opini yg tidak tidak pak",mohon maaf bapak tugas layan langgan kerja memang selesai keluh langgan jangan giring opini tidak tidak
2022-09-03 10:35:38+00:00,"@dionchr @PosIndonesia Mohon maaf, ada yg bisa kami bantu Mas?",mohon maaf bisa bantu abang
2022-07-04 09:55:41+00:00,"Permohonan Maaf Pos Indonesia Atas Tindakan Oknum Karyawan Kantor Pos Cab Sidikalang

@AriefMunajad @lucky_purn4m4 @PosIndonesia 
#Indonesia #BeritaTerkini #berita #posindonesia

https://t.co/Af3DRjvXJV",mohon maaf pos indonesia tindak oknum karyawan kantor pos
2022-06-30 00:11:33+00:00,"@Sophianoemar Mohon maaf atas ketidaknyamanannya, Sahabat. Mimin ucapkan terima kasih telah menggunakan layanan PT Pos Indonesia :) -Miwa",mohon maaf sahabat administrator ucap terima kasih layan pt pos indonesia
2022-09-16 06:19:41+00:00,@Kesi44061947 Mohon maaf Sahabat informasi tersebut hoax mengatasnamakan Pos Indonesia mohon diabaikan dan berhati-hati ya. Makasih :) -Yogi,mohon maaf sahabat informasi isu bohong pos indonesia mohon abai hati hati ya terima kasih yogi
2022-07-29 08:26:05+00:00,"@annwidyawati Mohon maaf Sahabat untuk saat ini PT. Pos Indonesia tidak menerima sumbangan buku bacaan, mimin sarankan untuk follow sosial media kami untuk mengetahui promo dan informasi terbaru Sahabat. -Lukman",mohon maaf sahabat pt pos indonesia tidak terima sumbang buku baca administrator ikut sosial media promo informasi baru sahabat
2022-07-06 18:04:19+00:00,"@zlywahyuni Mohon maaf ya Sahabat, untuk kenaikan tarif sudah ketentuan dan kebijakan dari Pos Indonesia ya :) -Uki",mohon maaf ya sahabat naik tarif sudah tentu bijak pos indonesia ya
2022-07-06 10:58:05+00:00,"@PosIndonesia mohon pngawasn thdp ptugas nakal di kyntor https://t.co/bAV0ESXtZ4 sy hrs balik lg krn ptugas sngaja tdk mmberikn uang kembalian malah bdalih dia lupa sy sdh mmbayar atau blm pdhl resi bukti ada pd sy. Sebelumnya sy mmbayar 150.000, utk nilai 109.200, yg ada di resi",mohon nakal
2022-08-22 07:55:38+00:00,"@PosIndonesia mohon bantuannya paket dengan resi EB048207137KR sudah 4 hari tidak berubah2 statusnya, biasanya tidak pernah selama ini, mohon dibantuk cek posisinya",mohon paket resi sudah hari tidak ubah status tidak mohon cek posisi
2022-07-21 05:45:50+00:00,"@PosIndonesia @cakyy_ Mhn sgr respon dm saya ya kak. Paket sy hrs sampai sore ini. Keterlambatannya parah, kami bersedia membayar lebih utk jaminan sehari sampai.",mohon respons pesan langsung ya kak paket sampai sore parah sedia bayar lebih jamin hari sampai
2022-08-13 09:35:38+00:00,@PosIndonesia mohon segera diperbarui dong 3 hari hingga hari ini saya mencoba tracking tidak bisa lalu saat tanya CS meski dijawab kiriman saya sampai mana tetap ada pengarahan untuk tracking mandiri di mana websitenya error. https://t.co/qiGX4BHNuc,mohon segera baru hari hari coba lacak tidak bisa tanya layan langgan kirim sampai mana arah lacak mandiri mana rusak
2022-07-12 02:33:07+00:00,@PosIndonesia P2207050025065 mohon segera untuk ditangani @PosIndonesia,mohon segera tangan
2022-07-31 04:53:32+00:00,@txtdrprogramer mudah2an di block semua deh ...biar kantor pos indonesia ramai lagi 😁😁😁,mudah blokir deh biar kantor pos indonesia ramai lagi
2022-07-02 13:40:35+00:00,"@Mei2Namaku @PosIndonesia Napa mudah tersinggung dah orang""
Klo dibilang gaada yaudahlah brrti emang gk boleh dibeli.. Cari tempat lain
Cari eceranpun selisih gk sampe 5000 juga... Apapa lapor rekam 🥱",mudah singgung sudah orang bilang tidak memang tidak boleh beli cari tempat lain cari selisih tidak sampai lapor rekam
2022-09-24 01:58:06+00:00,@sourkenti @PosIndonesia Dakjal muncul.lagi cuehhh,muncul lagi
2022-08-09 10:15:10+00:00,@intrononauthor @gemini_polos Museum filateli. Punyanya pos indonesia,museum pos indonesia
2022-06-28 17:51:51+00:00,Tiba tiba kepikiran museum date tapi museumnya ke pos indonesia atau museum di jln tamblong bandung wkwkwk🥴,museum pos indonesia museum jalan bandung tertawa
2022-09-18 05:11:43+00:00,"Museum Pos Indonesia pun menjadi salah satu pilihan wisata Bandung yang bisa menambah wawasan Anda, Traveler. Seru! https://t.co/w4xOFeZf9M",museum pos indonesia salah pilih wisata bandung bisa tambah wawas seru
2022-07-02 01:09:22+00:00,"Museum Pos Indonesia Sudah Buka, Yuk Belajar Sambil Bernostalgia https://t.co/MWWU1JnhX8",museum pos indonesia sudah buka ayo ajar
2022-09-06 05:36:49+00:00,"Pada saat musim kemarau terjadi hujan dengan intensitas yang sangat tinggi sehingga mengakibatkan banjir  dan saat musim penghujan eh hujan tak kunjung turun.

Kita perlu solusi bersama mengatasinya.

#PosIndonesia 
#KantorPos
#BUMNUntukIndonesia #kurirPosIndonesia
#MenanamAKHLAK",musim kemarau hujan intensitas akibat banjir musim eh hujan tidak kunjung turun solusi atas
2022-07-29 19:22:23+00:00,@fdwinanda @beacukaiRI @PosIndonesia Namanya juga badan usaha milik nenek ya sama aja se dunia bagaimana meraup profit segede gedenya,nama badan usaha milik nenek ya saja dunia raup
2022-07-20 02:16:27+00:00,"@worksfess Ada yang namanya ekspedisi nder kalo misal gatau, bisa jne, jnt, wahana, anteraja, pos indonesia, sicepat, dll nah tuh tinggal dipilih👍",nama ekspedisi kak tidak tahu bisa jne jnt wahana anteraja pos indonesia sicepat lain lain tinggal pilih
2022-08-28 05:49:03+00:00,"Berikut nama pemenang giveaway tanggal 13 Agustus 2022 😁

#PosIndonesia #KantorPos #giveaway https://t.co/rPjKwcw7uu",nama menang cendera mata tanggal agustus
2022-09-14 09:43:25+00:00,@PosIndonesia Nama layanannya apa yah untuk kirim barang ke luar negeri via laut? Karna di website saya tidak menemukan,nama ya kirim barang negeri laut situs tidak temu
2022-08-22 10:24:23+00:00,"Narasumber terdiri dari pengajar internal @Barantan_RI, @kementan dan instansi lain.
.
Diantaranya dari @ItjenKementan, @BbppLembang, @OKE_KementanRI, @beacukaiJakarta, @bksdadkijakarta, @KementerianLHK, @PosIndonesia, @BKIPM_JAKARTA2, Otoritas Pelabuhan, Otoritas Bandara. https://t.co/IwPnlSbif9",narasumber ajar internal instansi lain otoritas labuh otoritas bandara
2022-08-12 00:38:58+00:00,"@PosIndonesia nasi bakar, kirim dari mataram ke Kec Manggelewa Kab Dompu NTB",nasi bakar kirim mataram camat kabupaten
2022-08-13 23:05:42+00:00,"Nasib... Nasib mau taat sbg warga negara, beli barang via LN, mau bayar pajaknya via @PosIndonesia daftar PosPay, uang dah ditransfer mau bayar gak bisa mau narik lagi gak bisa!",nasib nasib mau taat warga negara beli barang mau bayar pajak daftar uang sudah transfer mau bayar tidak bisa mau tarik lagi tidak bisa
2022-08-16 09:40:16+00:00,"@woundrlands @hydoie Kalau dia dr negara eropa otomatis gk masuk negara di shopee intern kan tuh.
Nah kamu proses ke kantor pos Indonesia jadinya buat kirim ke LN. Aku udh kirim ke UK dan dh nyampe juga.
Jadi buyer kamu bayar harga barang+ongkir (bisa cek di web pos Indonesia)",negara eropa otomatis tidak masuk negara shopee intern proses kantor pos indonesia buat kirim sudah kirim sudah sampai beli bayar harga barang ongkos kirim bisa cek situs pos indonesia
2022-07-20 08:31:27+00:00,"Rugikan Negara, Polisi Ciduk Penadah Materai Curian Milik PT Pos Indonesia
https://t.co/As1GjMi446",negara polisi ciduk tadah materai curi milik pt pos indonesia
2022-07-06 22:45:41+00:00,"@arryfmf @mohmahfudmd @ListyoSigitP @DivHumas_Polri @BPIPRI @KSPgoid @kemkominfo @PosIndonesia @Pegadaian @bankmandiri @BNI @BANKBRI_ID Negara dibuat tak berdaya .... 
Gimana kalau kelompok oposisi plonga plongo berkuasa ya? Mungkin Otoriter seperti Taliban",negara tidak daya kelompok oposisi kuasa ya otoriter
2022-09-13 07:37:41+00:00,", senilai Rp 300 ribu lagi. Sehingga total bantuan per KPM sebesar Rp600 ribu. Penyaluran bantuan dilakukan oleh PT Pos Indonesia.

Sasaran penerima BLT BBM sendiri adalah KPM Program Sembako/BPNT dan Program Keluarga Harapan (PKH) Kementerian Sosial.",nila rp ribu lagi total bantu rp ribu salur bantu pt pos indonesia sasar terima bbm sendiri program sembilan bahan pokok program keluarga harap menteri sosial
2022-08-31 09:35:03+00:00,"Dinilai Efektif dan Efisien, Erick Thohir Andalkan Pos Indonesia untuk Salurkan BLT https://t.co/D4FISPTxXV #TrenAsia",nilai efektif efisien andal pos indonesia
2022-09-17 02:17:14+00:00,"Nilai Kolaboratif merupakan salah satu nilai yang diimplementasikan di dalam Pos Indonesia Group yang artinya penanaman Akhlak ini melibatkan seluruh sumber daya yang dimiliki dengan bersinergi untuk kepentingan bersama.

#PosIndonesia 
#KantorPos
#pospay
#posaja
#MenanamAKHLAK",nilai kolaboratif salah nilai pos indonesia grup tanam akhlak libat sumber daya milik penting
2022-09-15 06:54:24+00:00,"Nah, nilai Loyal ini juga akan diaplikasikan atau diterapkan dalam menanam Akhlak yang akan diselenggarakan tanggal 17 September nanti yang artinya Pos Indonesia Group menanam dengan komitmen jangka panjang untuk tujuan yang lebih besar.

#PosIndonesia 
#KantorPos
#MenanamAKHLAK",nilai loyal terap tanam akhlak selenggara tanggal september pos indonesia grup tanam komitmen jangka tuju lebih besar
2022-07-15 02:42:19+00:00,@PosIndonesia Adanya nomor ntpn???,nomor
2022-07-22 02:17:06+00:00,@PosIndonesia untuk nomor va dan jumlah bea LP591436595MY brp ya? Setiap klik link pembayaran ga muncul soalnya https://t.co/FV4GGdJsnB,nomor bea berapa ya klik taut bayar tidak muncul
2022-09-06 06:47:32+00:00,@PosIndonesia ada nomor teleponnya kak? terima kasih ya,nomor kak terima kasih ya
2022-08-03 08:05:45+00:00,"@PosIndonesia Ni nomer resinya,
CDS0722303147. Pengiriman dari pati ke sarawak malaysia.",nomor kirim pati malaysia
2022-06-27 01:47:45+00:00,@PosIndonesia No resi P2206230043970 kapan dikirimnya oleh DC juanda. Saya tracking alasannya alamatnya tidak dikenal dan besoknya alasannya rumah kosong. Padahal saya selalu dirumah dan tidak ada petugas yang datang.,nomor resi kirim juanda lacak alas alamat tidak kenal besok alas rumah kosong rumah tidak tugas datang
2022-07-17 23:47:18+00:00,@PosIndonesia progress no resi 22KOR0000114830 bagaimana ya,nomor resi kor ya
2022-09-06 04:39:22+00:00,"@PosIndonesia nomer resi EE210394268ID &amp; EE210394254ID kenapa gak ada pergerakan ya? Status dari tanggal 4 masih aja di
 "" Departure from outward OE ( EMC )
KTSH """,nomor resi tidak gerak ya status tanggal saja
2022-07-20 11:19:10+00:00,@toonykpopstore @gleynys_ @PosIndonesia Normal sih ka keknya,normal sih kakak
2022-07-06 04:14:17+00:00,"Nostalgia warga menanti petugas PKD di halaman Kantor Desa Sukawening, Ciwidey diabadikan dalam bentuk diorama di Museum Pos Indonesia. Intip yuk!.
https://t.co/ZGGsJs7jVf",nostalgia warga tugas halaman kantor desa bentuk diorama museum pos indonesia intip ayo
2022-06-29 10:17:18+00:00,@PosIndonesia Ini capture nya https://t.co/042usyKtXV,nya
2022-07-22 14:45:36+00:00,Na 'udzu billah gaji ke 13 pensiunan karyawan @PosIndonesia Blon di dibayar 😭😭😭,nya gaji pensiun karyawan bayar
