time,tweet,CleanTweets
2022-08-08 05:19:32+00:00,@RakaVS @PosIndonesia Kayak gini mas.. https://t.co/9nwo9hXzol,abang
2022-07-21 14:34:07+00:00,@nctjoel Mas mas pos indonesia. Beneran galeri lu tuh lebih banyak meme daripada foto muse?😔,abang abang pos indonesia benar galeri lebih banyak
2022-07-09 11:53:18+00:00,"@Fauzanel_ @SamsatDigital Mas Fauzan
Cek sj nomor resinya atau hub. cs pos apakah dokumen sdh diterima oleh pos dan dikrm atau blm
Krn menurut SOP @PosIndonesia
Batas waktu penyampaian keluhan adalah 3 bln terhitung dari tgl krm
Samsat g mau tanggung jawab
Pos jg angkat tangan
Yg bayar pajak ditelantarkan https://t.co/aAXqhYv5kd",abang cek saja nomor hubung layan langgan pos dokumen sudah terima pos belum sop batas waktu sampai keluh bulan hitung tanggal kirim tidak mau tanggung jawab pos angkat tangan bayar pajak telantar
2022-07-11 06:22:46+00:00,"@PosIndonesia Kata mas2 yg di nomor itu ga ada min paketannya. Ini ya kalo aja status paket pas sy cek itu up to date, sy ga bakalan nanya2. Ini status di web ga update dr tggl 4 ya bingung jg minta kejelasan dr mana 😒",abang nomor tidak administrator paket ya saja status paket pas cek tidak tanya status situs tidak baru ya bingung jelas mana
2022-08-02 00:10:13+00:00,"@barijoe Mas, saran saya langsung complain ke @/PosIndonesia. Bahaya banget tuh copy KTP ditempel depan paket.",abang saran langsung komplain bahaya banget ktp tempel depan paket
2022-07-18 06:54:23+00:00,"@PosIndonesia @Renitaksnd Mas -Ray itu kelamaan ga si..
komplen kapan coba..",abang tidak si komplain coba
2022-09-18 15:14:00+00:00,@PosIndonesia apakah mengadakan kuis lewat WA? https://t.co/jPrVQrgHEV,ada kuis lewat whatsapp
2022-09-09 13:56:50+00:00,@PosIndonesia min kalo pengambilan dana blt region bandung sampai kapan ya batas pengambilan dananya ?,administrator ambil dana bandung sampai ya batas ambil dana
2022-08-02 12:12:25+00:00,@PosIndonesia @barijoe Ini adminnya anak magang ya?,administrator anak magang ya
2022-08-14 05:05:10+00:00,"Min @PosIndonesia , minta bantuan dong barusan saya lacak kiriman dokumen, keterangannya “sudah di terima oleh penerima” pada tanggal 13 Agustus 2022

Sedangkan sampai dengan saat ini saya sebagai penerima paket belum menerima dokumennya
Mohon bantuannya min",administrator bantu barusan lacak kirim dokumen terang sudah terima terima tanggal agustus sampai terima paket belum terima mohon administrator
2022-08-02 14:58:46+00:00,"@PosIndonesia Admin bantu Tracking 
No Resi 
P2207270008309
Barang sudah dimana ya
(MOTOR)
Trims Min 🙏",administrator bantu lacak nomor resi barang sudah mana ya motor terima kasih administrator
2022-07-23 10:11:54+00:00,@PosIndonesia Min barang saya gagal kirim,administrator barang gagal kirim
2022-07-20 01:54:29+00:00,"@kwangyaselling @PosIndonesia @IndonesiaGaruda @PosIndonesia min. Yg handle sejak barang sampai itu siapa? Pihak @garuda_cargo bilang tgl 15 udh d jkt. Lalu, 5 hri ini dihandle siapa klo pos pun blm nerima. Apakah antri load dr gudang atau gmn ya?",administrator barang sampai bilang tanggal sudah jakarta hari tangan pos belum terima antre gudang ya
2022-07-07 05:17:49+00:00,"@PosIndonesia min barang saya dari tgl 4 diterima conter cabang pamekasan madura kok gak jalan jalan sampai saat ini tgl 7 ?
Tolong respon min",administrator barang tanggal terima cabang tidak jalan jalan sampai tanggal tolong respons administrator
2022-08-22 10:50:04+00:00,@PosIndonesia min bayar kiriman luar negeri va selain mandiri dan bri ga bisa ya ?,administrator bayar kirim negeri mandiri tidak bisa ya
2022-08-30 10:05:52+00:00,@PosIndonesia min pembayaran pajak impor via QRIS sudah tidak bisa?,administrator bayar pajak impor sudah tidak bisa
2022-08-30 04:53:33+00:00,"Min @gojekindonesia saya bayar PBB @pemkotdepok dgn gopay sejak Jumat, statusnya masih PENDING? Cek di web https://t.co/jAEqXfNRkI status jg BELUM LUNAS

Padahal sudah terpotong.
Jadi gimana? Klo tidak bisa pakai gopay, tolong kembalikan saldonya. Bsk saya bayar di @PosIndonesia",administrator bayar pbb jumat status pending cek situs
2022-09-22 01:22:04+00:00,"@alyanami_ dan admin informasikan juga untuk pembelian token dapat juga dilakukan melalui loket mitra PLN, antara lain: PT. Pos Indonesia (kantor pos) atau ATM bank yang telah bekerja sama dengan PLN, Alfamart, dan Indomaret ya. (2/3)",administrator beli loket mitra pln lain pt pos indonesia kantor pos bank pln ya
2022-08-02 07:31:14+00:00,@PosIndonesia @tikusruk Min @PosIndonesia ko belum centang biru sih,administrator belum centang biru sih
2022-07-04 10:01:36+00:00,"@EraDigitalBiz @ChepBunhaw @RomitsuT @PosIndo @Posindo_Petojo @PosIndonesia @posindonesia279 Admin @PosIndonesia @posindonesia279  Blm respon..?

Ttd
Ucup",administrator belum respons tanda
2022-08-20 14:22:53+00:00,"@PosIndonesia min, kalo besok kantor pos cabang sentosa raya depok buka ngga ya? thanks",administrator besok kantor pos cabang sentosa raya depok buka tidak ya terima kasih
2022-07-12 10:47:58+00:00,"Min @PosIndonesia biaya materai giling tahun 2022 berapa yah? 

Mksh",administrator biaya materai giling tahun berapa ya terima kasih
2022-07-12 02:06:58+00:00,"@PosIndonesia min, biaya nazegelen di pos berapa ya??",administrator biaya pos berapa ya
2022-09-04 06:50:08+00:00,"@PosIndonesia Min, ini kenapa dibilang alamat tidak lengkap/kiriman salah antar? Alamat yang saya pakai ini alamat yang biasa saya gunakan buat kirim2 barang juga di marketplace. Tolong dibantu ya. Udah saya DM. https://t.co/WoarzC3WJp",administrator bilang alamat tidak lengkap kirim salah antar alamat pakai alamat buat kirim barang pusat belanja tolong bantu ya sudah pesan langsung
2022-09-22 04:44:00+00:00,"@PosIndonesia min, apakah bisa melihat bukti terima/ foto penerima pengiriman? ini di resi sudah ada keterangan diterima, padahal kita serumah belum ada yg menerima.",administrator bisa bukti terima terima kirim resi sudah terang terima rumah belum terima
2022-08-22 04:35:59+00:00,"@PosIndonesia min, bisa minta nomor kontak daftar agen yang bisa jemput paket di sekitar Jakarta Pusat dan Selatan? Terima kasih",administrator bisa nomor kontak daftar agen bisa paket jakarta pusat selatan terima kasih
2022-07-02 11:50:06+00:00,@PosIndonesia min bisa minta nomor resi dari transaksi pembayaran tidak min? Soalnya kertasnya hilang dan saya butuh banget nomor resinya. Terima kasih.,administrator bisa nomor resi transaksi bayar tidak administrator kertas hilang butuh banget nomor terima kasih
2022-08-18 03:44:35+00:00,@PosIndonesia Min bisa tolong bantu cek resi ini dong https://t.co/3MvbbBq66U,administrator bisa tolong bantu cek resi
2022-09-21 07:09:24+00:00,@PosIndonesia min boleh bantu kah ini saya baru menggunakan pospay untuk bayar pajak. udah login dll tp mau payment gabisa katanya saldo kurang pdhl saldonya sudah ada dan cukup. boleh bantu follow up?,administrator boleh bantu kah baru bayar pajak sudah masuk lain lain mau bayar tidak bisa saldo kurang saldo sudah boleh bantu tindak lanjut
2022-08-02 11:16:36+00:00,"@PosIndonesia @barijoe Mimin BUMN, kalok panggil nitizen selalu dengan sebuta "" SAHABAT "" ya ? :)",administrator bumn panggil sahabat ya
2022-09-15 04:22:01+00:00,"@PosIndonesia min, pencairan Bsu apa bisa dikantor pos? Krn tdk ada rekening himbara",administrator cair bisa kantor pos tidak rekening
2022-09-16 06:25:00+00:00,"@BPJSTKinfo Min, untuk pencairan BSU 2022 melalui Pos Indonesia mekanismenya bagaimana, ya?",administrator cair pos indonesia ya
2022-08-05 23:01:10+00:00,@yanuarahmat1 Mimin cek kiriman tersebut belum tiba di Indonesia sehingga belum menjadi wewenang Pos Indonesia. Mohon ditunggu terlebih dahulu ya Sahabat :) -Harry,administrator cek kirim belum indonesia belum wewenang pos indonesia mohon tunggu ya sahabat
2022-08-13 02:27:55+00:00,@PosIndonesia min cek DM dong ..,administrator cek pesan langsung
2022-09-19 03:12:50+00:00,@PosIndonesia min cek dm min,administrator cek pesan langsung administrator
2022-07-13 02:55:19+00:00,"@PosIndonesia min cek DM min, makasiiii",administrator cek pesan langsung administrator terima kasih
2022-07-21 06:20:42+00:00,@PosIndonesia Min cek dm Barang saya kok ga gerak,administrator cek pesan langsung barang tidak gerak
2022-07-17 03:53:13+00:00,@PosIndonesia mimin cek dm. Makasi,administrator cek pesan langsung terima kasih
2022-08-01 01:52:15+00:00,Min cek dm please @PosIndonesia,administrator cek pesan langsung tolong
2022-09-13 20:39:13+00:00,@PosIndonesia Mimin cek dm yaa,administrator cek pesan langsung ya
2022-07-27 01:08:02+00:00,@PosIndonesia min cek DM ya.. urgent,administrator cek pesan langsung ya gawat
2022-06-28 10:51:19+00:00,"@PosIndonesia min cek DM ya, mohon dibantu",administrator cek pesan langsung ya mohon bantu
2022-08-05 05:39:36+00:00,"@PosIndonesia Min, cek DM yaa. Makasih",administrator cek pesan langsung ya terima kasih
2022-09-22 13:41:46+00:00,"@PosIndonesia hii min, cek tarif harga pengiriman ems ke luar negeri dimana yaa?",administrator cek tarif harga kirim express negeri mana ya
2022-07-14 08:34:23+00:00,"@PosIndonesia min,ini gimana ceritanya ane dah bayar pajak paketan dari luar ,giliran barang sampe suruh bayar lagi",administrator cerita sudah bayar pajak paket gilir barang sampai suruh bayar lagi
2022-08-27 03:32:23+00:00,@PosIndonesia min saya coba DM tapi gak bisa 😢,administrator coba pesan langsung tidak bisa
2022-08-02 08:36:31+00:00,"@barijoe @PosIndonesia  ini seriusan min, data pribadi diumbar di luar paket gini???",administrator data pribadi paket
2022-08-03 05:25:17+00:00,"@PosIndonesia @barijoe Min, Dulu Saya Pernah Kejadian Dapet Kiriman Paket Dari Porsche Stuttgart, Begitu Nyampe Rumah Kok Paketnya Di Congkel Min. Kok Kepo Amat Ya?!. 😎",administrator dulu jadi kirim paket begitu sampai rumah paket congkel administrator kepo ya
2022-09-09 01:57:37+00:00,@PosIndonesia min EMS udah bisa belom ya? aku cek tarif kok masih gaada EMS ya? apa emang udah ga terima EMS?,administrator express sudah bisa belum ya cek tarif tidak express ya memang sudah tidak terima express
2022-09-23 02:06:02+00:00,@PT_Transjakarta min kalo ke gedung pos Indonesia dari arah ragunan naik jurusan apa yak?,administrator gedung pos indonesia arah naik jurus ya
2022-07-23 11:39:08+00:00,"@PosIndonesia 
Min.. Hari Jumat lalu penerima dokumen yang saya kirim mendapat pesan utk membayar uang admin lewat virual account.  Penerima sdh bayar jumat pagi. sampai saat ini dokumen belum diterima. Status: unsuccessful delivery (sejak hari kamis). No tracking ER402399428SG",administrator hari jumat terima dokumen kirim pesan bayar uang administrator lewat terima sudah bayar jumat pagi sampai dokumen belum terima status kirim hari kamis nomor lacak
2022-08-20 05:55:47+00:00,"@PosIndonesia admin, RLN ke hongkong apa udah bisa?",administrator hongkong sudah bisa
2022-08-24 13:06:19+00:00,"@PosIndonesia min, dari indonesia ke jepang ongkir berapa ya min pake pos perhitungannya?",administrator indonesia jepang ongkos kirim berapa ya administrator pakai pos hitung
2022-08-05 01:10:06+00:00,"@PosIndonesia Dear admin, saya perlu informasi biaya pengiriman postcard dari Bali ke Jerman kira-kira berapa Rupiah ya? Thank you 🙏🏻",administrator informasi biaya kirim bal jerman kira kira berapa rupiah ya terima kasih
2022-09-14 12:49:56+00:00,"@PosIndonesia Min, infonya BSU bisa dicairkan lewat kantor POS ya? Kalau tahun lalu saya cairkan BSU di bank, apa tahun ini saya bisa cairkan melalui pos? Mohon responnya. Thanks",administrator informasi bisa cair lewat kantor pos ya tahun bank tahun bisa pos mohon respons terima kasih
2022-07-26 00:30:28+00:00,"@PosIndonesia min, info dong kenapa paket saya dari tgl 15 statusnya gk berubah, masih departure from outward OE terus.. pengiriman dari german",administrator informasi paket tanggal status tidak ubah kirim
2022-08-07 17:45:50+00:00,@PosIndonesia min izin check dm ya makasih,administrator izin cek pesan langsung ya terima kasih
2022-07-07 03:09:41+00:00,"Min @PosIndonesia, ijin bertanya: apakah bisa dilacak bukti pengiriman surat untuk tahun 2020, untuk minta salinan bukti kirim surat karena  bukti pos hilang. Tks sebelumnya.",administrator izin tanya bisa lacak bukti kirim surat tahun salin bukti kirim surat bukti pos hilang terima kasih
2022-09-03 14:20:09+00:00,"Min @PosIndonesia, kog sekarang Kantor Pos Besar Jogja loket filatelinya selalu kosong? Minggu lalu saya ke sana tanya FS malah ditawarin SHP, dibilang kosong semua. Tanya ke loket reguler stok ada apa aja malah saling tanya ke loket sebelah lainnya.",administrator kantor pos besar yogyakarta loket kosong minggu tanya tawar bilang kosong tanya loket reguler stok saja tanya loket belah lain
2022-07-01 04:53:04+00:00,"@PosIndonesia min ini kantor pos pusat yg di Bengkulu 38000 ini kok masih aja minta fotokopi KTP &amp; minta sy nulis alamat penerima lagi, pdhl sy udah isi &amp; tempes CDS form nya di amplop. Kmrn sy di Palembang cm butuh print CDS drop paket, bayar, selesai. Ini udah 2022 masih aja -",administrator kantor pos pusat bengkulu saja ktp tulis alamat terima lagi sudah isi nya amplop kemarin palembang butuh drop paket bayar selesai sudah saja
2022-09-06 06:00:02+00:00,"@beacukaiRI @bravobeacukai Min, kalo kemaren saya kirim barang (boneka) ke luar negri.. Terus di kata @PosIndonesia paket nya kembali dengan alasan gagal xray.. Dan barang saya di gunting (rusak) saya harus komplain ke mana ya min? Masa harus terima nasib doang? 🥴",administrator kemarin kirim barang boneka negeri paket nya kembali alas gagal barang gunting rusak komplain mana ya administrator terima nasib doang
2022-08-29 06:06:36+00:00,@TokopediaCare min kemarin saya kirim barang ke customer via @PosIndonesia tapi kenapa ongkir berbeda dengan aplikasi? Jumlah gak seberapa tapi ya rugi donk.,administrator kemarin kirim barang langgan ongkos kirim beda aplikasi tidak ya rugi
2022-07-12 05:12:54+00:00,@PosIndonesia Min gimana cara refund uang di POSPAY??,administrator kembali dana uang
2022-07-30 11:26:50+00:00,"@PosIndonesia admin, saya ada kendala dengan no resi saya",administrator kendala nomor resi
2022-09-12 18:58:10+00:00,"@KemnakerRI Min kan ini kerja sama dengan PT. Pos Indonesia juga ya, nah kalau yg gapunya rek himbara terus langsung dtg ke kantor pos aja bisa??? @KemnakerRI",administrator kerja pt pos indonesia ya tidak rekening langsung datang kantor pos saja bisa
2022-07-12 02:17:44+00:00,"@PosIndonesia min ini kok kiriman R banyak yang not found ya pas di tracking, kenapa ya ?",administrator kirim banyak tidak temu ya pas lacak ya
2022-09-08 23:38:48+00:00,@PosIndonesia min kirim postcard ke eropa udah bisa atau belum ya,administrator kirim eropa sudah bisa belum ya
2022-07-08 11:03:27+00:00,"@PosIndonesia min, saya kirim paket alamat dan penerima benar, cuma pada resi pengiriman beda kab dan desa nya, apa paket saya bisa di kirim sesuai alamat pada fisik paketan nya min ?",administrator kirim paket alamat terima benar resi kirim beda kabupaten desa nya paket bisa kirim sesuai alamat paket nya administrator
2022-08-04 02:37:07+00:00,"@PosIndonesia min, saya kirim paket express ke Padang dari Jakarta Pusat. Serah paket di tgl 1 Agus di Cikini, tapi kenapa paket saya malah terbang ke Denpasar dan balik lagi ke Soekarno-Hatta?",administrator kirim paket express padang jakarta pusat serah paket tanggal agus paket terbang denpasar balik lagi soekarno hatta
2022-07-13 11:32:22+00:00,@PosIndonesia min kirim parfum dari jakarta ke luar pulau jawa boleh ga ya?,administrator kirim parfum jakarta pulau jawa boleh tidak ya
2022-09-08 23:40:54+00:00,@PosIndonesia Min. Kalau kirim surat ke luar negeri pakai RLN pakai map coklat yg gede itu bisa kan ya?,administrator kirim surat negeri pakai pakai map cokelat besar bisa ya
2022-09-21 09:24:49+00:00,"@PosIndonesia @kik_ufuku Min, kiriman saya koq ga jalan2 ya",administrator kirim tidak jalan ya
2022-08-02 16:44:13+00:00,@PosIndonesia @barijoe Min @PosIndonesia untuk claim EMS karena keterlambatan pengiriman prosedurnya bgmn ya?,administrator klaim express lambat kirim ya
2022-07-20 15:26:16+00:00,@PosIndonesia min tracking paket P2207180072953 dong udh nyampe mana?,administrator lacak paket sudah sampai mana
2022-07-26 13:53:09+00:00,@PosIndonesia admin lagi online nggaa? aku kirim dm tolong dijawab yaa,administrator lagi daring kirim pesan langsung tolong ya
2022-09-09 00:16:26+00:00,"@PosIndonesia min layanan online customer service mya tidak bisa ya di web pos indonesia? Saya ada 1 dokumen penting sudah sampai jakarta tapi keterangannya unsuccesfull delivery, bisa saya pick up langsung ke gudang jakarta selatan?",administrator layan daring layan langgan tidak bisa ya situs pos indonesia dokumen penting sudah sampai jakarta terang kirim bisa ambil langsung gudang jakarta selatan
2022-09-24 10:51:31+00:00,"@PosIndonesia min, skg msh ada layanan EMS ga sih min? Atau negara ttu aja? 
Bukan soal kirim pake apa aja ke luar negri, tp layanan yg EMS-nya itu. Masih ada ga min?",administrator layan express tidak sih administrator negara saja kirim pakai saja negeri layan express nya tidak administrator
2022-08-04 14:43:06+00:00,@PosIndonesia min apa ada layanan ongkir ditanggung penerima? Syaratnya apa aja?,administrator layan ongkos kirim tanggung terima syarat saja
2022-09-02 02:37:01+00:00,"@PosIndonesia Min maaf,cdm lagi",administrator maaf cek pesan langsung lagi
2022-09-06 04:50:03+00:00,"@PosIndonesia Ini min,, maaf tadi lupa disertakan di pertanyaan 🙏 https://t.co/wXIcP5MlEZ",administrator maaf lupa serta
2022-07-20 14:55:42+00:00,"@PosIndonesia Min! Maaf nih ye, akun lu kok ga centang biru? @kemkominfo bantu dong masak kalah ama akun ngartis, durhaka lu ama orang tua!",administrator maaf ya akun tidak centang biru bantu masak kalah akun durhaka orang tua
2022-08-14 02:10:38+00:00,"@PosIndonesia Min, maksudnya “Departure from inward OE ( EMF ) 
MPCBANDUNG” itu apa ?",administrator maksud
2022-07-08 10:21:19+00:00,"@PosIndonesia Min, ini maksudnya gimana? 16 menit progresnya sama gitu? https://t.co/Wxz3r6Rj68",administrator maksud menit proses begitu
2022-09-24 09:28:16+00:00,@PosIndonesia min anraran susulkan maksudnya apa ya,administrator maksud ya
2022-09-22 15:36:06+00:00,@PosIndonesia min mau upgrade pospay dari ersi lite koq ngga bisa yaaa gagal terus,administrator mau baru tidak bisa ya gagal
2022-08-19 07:15:26+00:00,@PosIndonesia min saya mau bayar biaya. Pelunasan pajak di POSPAY gini Mulu kenapa? Saldo padahal cukup. Ribet banget sumpah https://t.co/SVUkfEw3kJ,administrator mau bayar biaya lunas pajak melulu saldo ribet banget sumpah
2022-09-22 05:08:23+00:00,"@PosIndonesia min, sekarang mau bayar tagihan bea cukai dari kantor pos sudah gak bisa pakai QR Code lagi ya? https://t.co/FmkQoKH0S6",administrator mau bayar tagih bea cukai kantor pos sudah tidak bisa pakai lagi ya
2022-09-02 09:41:28+00:00,"@PosIndonesia min kumaha ieu, mau bayar tagihan paket tapi gagal terus. 

Saldo padahal cukup, tapi selau muncul not enough balance. 

Sengaja top up lebih dikit yg penting cukup eh gagal terus kumaha ieu ah. https://t.co/jTkMvFitIA",administrator mau bayar tagih paket gagal saldo selau muncul not sengaja top lebih penting eh gagal ah
2022-08-18 05:13:22+00:00,"#SahabatPos  , Mimin mau ingetin kalo butuh paketmu terkirim cepet pake #PosAja!, ada O-Ranger juga siap satt.. sett.. pick up paket kalian loh. 😊

#NoMoreDrama #PosIndonesia #PosAja! #TermurahTerluasTercepat",administrator mau butuh paket kirim cepat pakai ambil paket loh
2022-08-01 09:12:50+00:00,@PosIndonesia Min kalo mau cek ongkir pengiriman ke jepang ceknya dimana ya?,administrator mau cek ongkos kirim kirim jepang mana ya
2022-07-08 02:14:53+00:00,@PosIndonesia min gimana caranya mau kirim dokumen pakai EMS tapi paketnya di pickup?,administrator mau kirim dokumen pakai express paket ambil
2022-08-22 02:23:33+00:00,@PosIndonesia min kalo mau komplain soal pospay ke mana ya?,administrator mau komplain mana ya
2022-07-27 09:16:38+00:00,@PosIndonesia min mau konfirmasi di resi paket diterima kok pada kenyataannya blm ada yg nerima min? Bisa di cek terlebih dahulu,administrator mau konfirmasi resi paket terima nyata belum terima administrator bisa cek
2022-09-15 14:52:04+00:00,@PosIndonesia min mau tanya untuk pengajuan surat untuk penerima bsu itu gimana ya?,administrator mau tanya aju surat terima ya
2022-08-05 22:58:57+00:00,@PosIndonesia min mau tanya kalo upgrade akun pospay giropos liteplus itu brp lama?,administrator mau tanya baru akun berapa lama
2022-08-23 01:45:14+00:00,"@dukcapiljakarta min mau tanya, saat ini apakah benar kalau mau bikin akta kelahiran bisa lewat Pos Indonesia?",administrator mau tanya benar mau buat akta lahir bisa lewat pos indonesia
2022-09-12 07:10:39+00:00,@PosIndonesia min mau tanya rinciqn harga ke USA dong. Yang terjangkau tolong min,administrator mau tanya harga usah jangkau tolong administrator
2022-07-11 01:04:22+00:00,@PosIndonesia min mau tanya kalo hari ini untuk kantor pos cabang lenteng agung tutup nya jam brp yaa? terima kasih,administrator mau tanya hari kantor pos cabang lenteng agung tutup nya jam berapa ya terima kasih
2022-07-18 05:16:45+00:00,@PosIndonesia min mau nanya kalau ngirim dokumen ke Australia pake ems bisa ga ya?,administrator mau tanya kirim dokumen australia pakai express bisa tidak ya
2022-08-30 09:29:09+00:00,"@PosIndonesia Min mau tanya, apa pengiriman kategori Printed Matter dari Jepang bisa ke Indonesia, atau sementara bisanya EMS/AirMail/Surface biasa saja? Terima kasih.",administrator mau tanya kirim kategori jepang bisa indonesia bisa express saja terima kasih
2022-08-02 07:44:38+00:00,@PosIndonesia min mau tanya kiriman luar negeri saya trackungnya gmana ya kmrn sdh bayat bea masuknya dan sukses,administrator mau tanya kirim negeri ya kemarin sudah bea masuk sukses
2022-09-15 06:39:32+00:00,"@PosIndonesia Min mau tanya, pengiriman paket di bawah 1 kg dari bandung ke Nashville, TN USA yg available pake layanan apa ya? Dan biayanya kira2 berapa?",administrator mau tanya kirim paket kg bandung usah pakai layan ya biaya kira berapa
2022-07-20 13:38:26+00:00,"@PosIndonesia Admin mau tanya, kalau pengiriman paket ke luar negri cek tarif bagaimana ya",administrator mau tanya kirim paket negeri cek tarif ya
2022-07-19 12:24:18+00:00,"@PosIndonesia @BoboboxID Min, mau tanya nomor resi 22KOR0000111035, dari tanggal 11 juli kok statusnya masih pra collecting ya? Terima kasih",administrator mau tanya nomor resi kor tanggal juli status ya terima kasih
2022-08-09 06:29:16+00:00,@PosIndonesia min mau tanya dong ini paketku udah 2 minggu masih di OE mulu. minta tolong dong check please ini urgent banget EE216797985ID,administrator mau tanya paket sudah minggu melulu tolong cek tolong gawat banget
2022-07-14 13:45:22+00:00,"@PosIndonesia min mau tanya bagaimana proses pembayaran tagihan ini dengan tiket CN039188837JP,di website tdk tersedia link pembayaran ? https://t.co/a7t7xe0D34",administrator mau tanya proses bayar tagih tiket situs tidak sedia taut bayar
2022-09-15 05:04:07+00:00,Min @PosIndonesia mau tanya bagaimana proses pencairan bsu melalui pos bagi yg tidak memiliki rekening himbara?,administrator mau tanya proses cair pos tidak milik rekening
2022-09-21 08:22:48+00:00,"Min, @beacukaiRI @PosIndonesia mau nanya soal pungutan barang impor dong. Bisa dibantu?",administrator mau tanya pungut barang impor bisa bantu
2022-09-06 03:55:14+00:00,"Min @PosIndonesia mau tanya untuk resi P2208300059574
Kon sudah beberapa hari tidak ada pergerakan ya 
Terimakasih",administrator mau tanya resi sudah hari tidak gerak ya terima kasih
2022-07-08 01:12:14+00:00,"@PosIndonesia 
min mau tanya, kalau statusnya ‘Cetak Invoice / Arrival at Collection Point For Pick-up’ itu artinya akan dikirimkan oleh pos atau kita harus pickup sendiri di kantor pos?",administrator mau tanya status cetak tagih at ambil kirim pos ambil sendiri kantor pos
2022-08-01 08:11:41+00:00,"min, mau tanya saya kan sudah selesai bikin m-paspor, saya domisili daerah terpencil kalbar namun saya mengusahakan sedikit waktu saat di semarang saat ada acara seminar, apakah paspor bisa dikirim melalui Pos Indonesia sesuai tertulis di aplikasi? Mhn pencerahan @ditjen_imigrasi",administrator mau tanya sudah selesai buat paspor domisili daerah pencil usaha waktu semarang acara seminar paspor bisa kirim pos indonesia sesuai tulis aplikasi mohon
2022-09-01 12:39:51+00:00,"@PosIndonesia @BNI halom min, saya mau top@up pospay melalui mbanking bni tapi gagal terus. Mohon bantuannya :)",administrator mau top gagal mohon
2022-09-15 12:29:42+00:00,"@PosIndonesia min mohon update untuk paket EY694349425FR, untuk pembayaran tax apakah bisa transfer atau hanya melalui kurir saja?",administrator mohon baru paket bayar bisa transfer kurir saja
2022-09-19 09:42:46+00:00,@PosIndonesia min mohon cek DM🙏🙏,administrator mohon cek pesan langsung
2022-08-30 09:05:09+00:00,"@PosIndonesia Min, mohon info apakah layanan pos cargo laut sudah dibuka kembali?",administrator mohon informasi layan pos laut sudah buka kembali
2022-07-25 11:27:54+00:00,"@PosIndonesia admin mohon maaf mau tanya lagi, kira-kira pengiriman ke alamat di hari ini atau besok ya min?",administrator mohon maaf mau tanya lagi kira kira kirim alamat hari besok ya administrator
2022-08-04 11:56:35+00:00,"@PosIndonesia Min mohon dicheck DM saya, terkait konfirmasi pembayaran invoice dari Pos Indonesia untuk kiriman prioritas, terimakasih.",administrator mohon pesan langsung kait konfirmasi bayar tagih pos indonesia kirim prioritas terima kasih
2022-07-07 10:48:56+00:00,"@PosIndonesia
Min
Mohon respon DM nya
Terima Kasih",administrator mohon respons pesan langsung nya terima kasih
2022-08-08 04:37:22+00:00,@pln_123 min mohon bantuannya saya tgl 6 Juli kemarin beli token listrik melalui pos Indonesia.. namun nomer token tsb hilang saya sudah ke pos berhubung transaksi sudah 1 bulan yg lalu maka tidak bisa di cetak ulang min mohon bantuanny untuk no token tsb..,administrator mohon tanggal juli kemarin beli listrik pos indonesia nomor hilang sudah pos hubung transaksi sudah bulan tidak bisa cetak ulang administrator mohon nomor
2022-08-02 13:34:59+00:00,@PosIndonesia @barijoe Admin nya kekeyi yak? Sahabat,administrator nya ya sahabat
2022-09-14 10:50:45+00:00,"@PosIndonesia min kenapa paketan saya bisa nyasar ke bogor. 
Tempelan resi yg dari pos bukan nama dan alamat saya tapi alamat orang lain.",administrator paket bisa sesat bogor tempel resi pos nama alamat alamat orang lain
2022-08-30 09:17:22+00:00,@PosIndonesia min paket saya dikenakan biaya sewa gudang dikarenakan kesalahan pihak pos yang salah input nomor hp saya. Saya tidak tahu perkembangan paket saya karena sms kalian nyasar. Tolong solusinya.,administrator paket kena biaya sewa gudang salah pos salah nomor tidak tahu kembang paket sms sesat tolong
2022-08-27 01:49:23+00:00,"@PosIndonesia min, paket LP235790211SG kapan akan dikirim ke alamat tujuan?",administrator paket kirim alamat tuju
2022-07-11 04:15:28+00:00,"@PosIndonesia Min paket kemana sih, di lacak gagal susulan truss",administrator paket mana sih lacak gagal susul
2022-07-12 09:01:25+00:00,"@PosIndonesia Min, paket saya dengan nomer resi G6636JZ0022160626 diantar ke kota tujuan yang salah. Sudah seminggu tidak sampai padahal berada dalam satu kabupaten. Tolong bantu cek.",administrator paket nomor resi antar kota tuju salah sudah minggu tidak sampai kabupaten tolong bantu cek
2022-08-02 13:11:45+00:00,@PosIndonesia  min paket P2207180072953 udah dimana yaaa?,administrator paket sudah mana ya
2022-07-08 04:17:18+00:00,@PosIndonesia min paket LP484197932SG udah sampe mana? Thanks,administrator paket sudah sampai mana terima kasih
2022-07-20 03:56:57+00:00,"@PosIndonesia
Admin, paket saya sejak tgl 17 Juli belum ada perubahan status. Emg ada kendala dari ekspedisi nya atau hal lain? Trus saya cek no resi nya tdk terdaftar padahal seller nya bilang paket nya dlm proses pengantaran. Ini gmn ya solusinya? Paket saya sebenarnya dmn? https://t.co/QOQ8AVPeps",administrator paket tanggal juli belum ubah status memang kendala ekspedisi nya lain cek nomor resi nya tidak daftar jual nya bilang paket nya proses antar ya paket mana
2022-08-02 02:38:28+00:00,"@PosIndonesia min, ini paketnya kok gabisa dilacak? https://t.co/WxmiF5tFT2",administrator paket tidak bisa lacak
