time,tweet,CleanTweets
2020-10-16 11:49:42+00:00,"@ninja_xpress_id @ShopeeCare 
Hi Ninja Express, Shopee
Pesanan Saya No. 201016EKW3CQST, Resi SHP 1565168262 Belum di pickup,
Barang sudah saya packing dari pagi, alasan paket belum siap diambil,
Buyer saya kecewa beranggapan saya lama packing barang,",hai ninja express shopee pesan nomor resi belum ambil barang sudah emas pagi alas paket belum ambil beli kecewa anggap lama emas barang
2020-09-19 08:57:48+00:00,"@ninja_xpress_id @ShopeeID Hai Ninja Xpress, Paket saya dari Bandung Jawa Barat, mulai tanggal 10, sampai sekarang tanggal 18 belum sampai juga ke Sumatera Utara. Dan sialnya, pihak Ninja mengklaim bahwa paket saya telah berada di Lubuklinggau(Sumatera Selatan). Tolong solusinya",hai ninja paket bandung jawa barat tanggal sampai tanggal belum sampai sumatera utara ninja klaim paket sumatera selatan tolong
2020-11-09 07:41:51+00:00,"@ninja_xpress_id @ShopeeID Halo admin @ninja_xpress_id paket dengan no resi SHP5886645312 kenapa ga gerak2 di @ShopeeID sejak tgl 3? Saya sudah tanya via IG ga dibales, tanya via komen FB malah dihapus. Gimana nih?",halo administrator paket nomor resi tidak gerak tanggal sudah tanya instagram tidak balas tanya facebook hapus
2021-04-12 23:17:37+00:00,"@ninja_xpress_id hallo, Saya Beli barang Via Shopee dari tgl 10 April, sampai sekarang kata Sellernya belum juga di pick up sama kurir. Kenapa ya? Lagi tersendat sdm atau gimana?",halo beli barang shopee tanggal april sampai belum ambil kurir ya lagi sendat
2020-10-17 03:32:23+00:00,"@ninja_xpress_id @ShopeeCare @ShopeeID 
Hallo Ninja Express, Shopee

Kok paketan saya belum di pickup,
tolong info drop point di semarang biar saya drop, https://t.co/i8hfXFUKLZ",halo ninja express shopee paket belum ambil tolong informasi drop semarang biar drop
2020-11-06 04:12:10+00:00,"@urneedyyyy @ShopeeID @ninja_xpress_id @ShopeeCare 6 hari alhamdulillah sampai, sepertinya input tracking nya masih manual, jadi posisi paket gak bisa di cek secara real time, klo pket udah sampai di Kabupaten tujuan baru ada notif lagi.",hari alhamdulillah sampai lacak nya manual posisi paket tidak bisa cek real paket sudah sampai kabupaten tuju baru notifikasi lagi
2021-06-26 16:34:21+00:00,@ninja_xpress_id hari minggu ada pengiriman paket ga ya? btw status d shopee sejak tanggal 24 masi stuck aja? atau emg ga ke update?atau emg masi ke hold ya,hari minggu kirim paket tidak ya omong omong status shopee tanggal macet saja memang tidak baru memang ya
2020-08-17 15:21:11+00:00,"Disaat dlivery jkt-mes @tokopedia ft @anteraja_id  bisa 2 hari @ShopeeID ft @jntexpressid  3 hari,eh @LazadaID ft @ninja_xpress_id 7 hari gk gerak,apa mrka gk knal dgn tknologi yg namanya psawat? Masih loncat antar pohon kyk naruto? Sayang gk bisa pilih ekspedisi dr lazmall https://t.co/8T0ry0v7Et",jakarta pesan bisa hari hari eh hari tidak gerak tidak kenal nama loncat antar pohon sayang tidak bisa pilih ekspedisi
2022-04-04 03:56:58+00:00,@ninja_xpress_id kak bilangin dong ke temennya si shopee,kak bilang teman si shopee
2020-12-25 05:22:23+00:00,@DemeteruDesu @ninja_xpress_id @ShopeeID Sama saya juga mba😭,kakak
2021-04-04 04:13:45+00:00,"Kemarin sempet beli di shopee pake jasa pengiriman @ninja_xpress_id , singkatnya barang belum sampai kerumah tapi status shopee sudah diterima oleh saya sendiri, mkir positif mungkin masih dijalan barangnya",kemarin beli shopee pakai jasa kirim barang belum sampai rumah status shopee sudah terima sendiri pikir positif jalan barang
2020-07-30 00:40:37+00:00,"@ninja_xpress_id @SHOPEE Pengiriman lazada dari tg pinang ke anambas koq macet, banyak yang menunggu paketnya untuk lebaran haji",kirim lazada pinang macet banyak tunggu paket lebaran haji
2021-12-13 14:41:10+00:00,@ninja_xpress_id Tapi aku kurirnya shopee bang,kurir shopee bang
2022-04-08 06:21:04+00:00,"kurir shopee Xpress, id express sm anteraja muak kali ya nganter ke rumahku terus 😭",kurir shopee id express anteraja muak kali ya antar rumah
2021-08-28 02:18:45+00:00,"@ninja_xpress_id lama banget sumpah belum di pick up aja udah dua hari, lagian di shopee nya gabisa ganti ekspedisi. syaland",lama banget sumpah belum ambil saja sudah hari shopee nya tidak bisa ganti ekspedisi
2021-10-13 10:08:32+00:00,"@ninja_xpress_id @ShopeeID @ShopeeCare cs nya atas nama susan/susana.
kalian perlu training lagi, spy dia tau etika ngomong sm customer tuh yg sopan!",layan langgan nya nama latih lagi tahu etika bicara langgan sopan
2021-03-07 03:53:03+00:00,"@ninja_xpress_id @TokopediaCare @tokopedia saya lokasi di manado,, beli barang di tokopedia filter yg ninja express kok ga muncul pilihan pas checkout ya ? klo pake @ShopeeID  bisa,, apa di tokopedia sistem ninja expressnya rusak apa gmn ? udah 1 tahun masalah ini,,",lokasi manado beli barang tokopedia filter ninja express tidak muncul pilih pas periksa pesan ya pakai bisa tokopedia sistem ninja rusak sudah tahun masalah
2020-10-29 00:53:39+00:00,"@Juliduwu @ShopeeID @ninja_xpress_id maap ya hyung jbjb
kode : 12283824
Pake kode ku biar kamu dapet 20000💕💕💕 
https://t.co/MODKGmVjZS",maaf ya kak kode pakai kode ku biar
2021-04-15 10:04:51+00:00,@ninja_xpress_id Mantap min ❤ ^KC,mantap administrator
2021-11-20 06:27:50+00:00,@ninja_xpress_id trs tdnya aku mau ngomong sm mas masnya cuman keburu pergi jdnya gimana di shopee aku udah diterima tandanya. Padahal ini dr lazada loh https://t.co/71YI2kehET,mau bicara abang abang lanjur pergi shopee sudah terima tanda lazada loh
2020-08-20 14:54:54+00:00,"@ninja_xpress_id Saya mau tanya, paket saya sudah dikirim seller di shopee. Terus sudah masuk di kurir. Terus kurir ninja na malah telpon saya buat ganti pake uang aja karena barangnya ga tau mental kemana?

Kok bisa gitu yah min
Tolong penjelasannya
Ninjaxpress Pondok Ungu BKS",mau tanya paket sudah kirim jual shopee sudah masuk kurir kurir ninja nya telepon buat ganti pakai uang saja barang tidak tahu mental mana bisa begitu ya administrator tolong jelas pondok ungu
2020-10-29 00:26:08+00:00,@Aquarianwine @ShopeeID @ninja_xpress_id semoga dikabarin lanjutannya ya,moga lanjut ya
2020-12-21 03:45:03+00:00,"@ninja_xpress_id mohon bantuannya, paket lewat shopee saya belum kekirim. Dari tanggal 18 sampai sekarang belum datang, padahal sama jawatimur",mohon paket lewat shopee belum tanggal sampai belum datang
2022-02-09 07:49:01+00:00,"@ninja_xpress_id Mulai nya bingung miiin bagi caranya miin..
Buat shopee udah untuk jualan 
buat Instagram jualan jugak udah",nya bingung administrator buat shopee sudah jual buat instagram jual sudah
2021-11-17 11:03:47+00:00,"@tikagusnisa Yang pake jnt shopee xpress id xpress uda nyampe semua tik.
Anteraja doang ini yg belom, lama bener selak butuh e",pakai jnt shopee id sudah sampai tiki anteraja doang belum lama benar selak butuh
2021-07-14 15:10:04+00:00,@ninja_xpress_id kok paket saya balik lagi ke gudang ya? harusnya hari ini sudah sampai di rumah dan bahkan di shopee bilang kalau sudah di antar ke alamat penerima. bikin khawatir karena barang gampang patah. tolong responnya ya admin 🙏🏻🙏🏻 https://t.co/7Dw2JJsmxL,paket balik lagi gudang ya hari sudah sampai rumah shopee bilang sudah antar alamat terima buat khawatir barang gampang patah tolong respons ya administrator
2022-05-15 06:27:56+00:00,"@ninja_xpress_id @ShopeeID paket buyerku stuckkkkk udah lebih dari seminggu, di contact gaada kemajuan sama sekali. Gimana nih.. padahal biasanya pake ekspedisi ini baik2 aja loh, kok skrg malah bermasalah ga kayak ekspedisi lainnya. https://t.co/2Edo62L4Bg",paket macet sudah lebih minggu tidak maju sekali pakai ekspedisi baik saja loh masalah tidak ekspedisi lain
2021-05-31 03:31:01+00:00,@ninja_xpress_id @ShopeeID SHP0599560325 paket ane kok muter-muter di kota lain min?,paket putar putar kota lain administrator
2020-10-12 16:03:15+00:00,"@ninja_xpress_id @tokopedia Paketan gua dari shopee belum sampe sampe woi min, gimana sihhh",paket shopee belum sampai sampai hai administrator sih
2021-09-07 05:55:36+00:00,"@ninja_xpress_id paket saya di shopee ditulis sudah diterima, tapi saya ataupun tetangga sekitar saya tidak menerima paket saya sama sekali. bagaimana ya ini?",paket shopee tulis sudah terima tetangga tidak terima paket sekali ya
2021-09-02 19:45:55+00:00,"@ninja_xpress_id @ShopeeID 
Paket aku ga sampe sampe, udh 4 hari stuck terus di bekasi hadehh
Mohon maaf, shopee lain kali klo kerjasama sama expedisi yg terpercaya dan tanggung jawab",paket tidak sampai sampai sudah hari macet bekas mohon maaf shopee lain kali kerja ekspedisi percaya tanggung jawab
2022-03-30 15:15:06+00:00,"@novitriswan @Nerokumaaa @LazadaID @LazadaIDCare @ninja_xpress_id Iyaa ga usah gais baca aja tuh komen2nya kbanyakan brmasalah sama lzd, udah paling bener shopee, palagi tokped fullll gratong",peduli ya tidak baca saja sudah benar shopee tokopedia gratis ongkos kirim
2021-04-18 15:58:36+00:00,"@ShopeeCare DM td dari @shopeeid sdh sy baca. Sy menilai pelayanan dan solusi yg anda tawarkan sgt buruk dan tdk membantu. Jika sy hanya diminta nunggu paket diantar, ngga perlu sy hub anda dr kmrn. @ninja_xpress_id malah lbh parah, ngga respon samsek. kapok sy pake servis anda!",pesan langsung sudah baca nilai layan solusi buruk tidak bantu tunggu paket antar tidak hubung kemarin lebih parah tidak respons sekali kapok pakai servis
2021-10-13 09:59:56+00:00,"@ninja_xpress_id DM apa?
sy tlp brkali2 aja sy ga dpt solusi!
malah cs ninja minta bukti serah terima antara seller shopee ke kurir ninja spy bs dibantu pengecekan.
sy sbg customer/pembeli mana tau?
knp ga cb kontak aja agen/mitra kalian &amp; tnya knp paket org smp brhari2 statusnya msh di dropoint?",pesan langsung telepon saja tidak solusi layan langgan ninja bukti serah terima jual shopee kurir ninja bisa bantu kece langgan beli mana tahu tidak coba kontak saja agen mitra tanya paket orang sampai status
2021-03-24 10:59:12+00:00,"@ninja_xpress_id Selamat sore, CS Ninja Xpress.
Saya seller baru Shopee, untuk resi SHP8654193388 kapan bisa di pick up ya? Sudah dijadwalkan hari ini antara jam 1 siang sd jam 5 sore, tapi belum ada yang pick up. Boleh minta no kurir pick up yg pegang area Rancabungur, Kab Bogor",selamat sore layan langgan ninja jual baru shopee resi bisa ambil ya sudah hari jam siang jam sore belum ambil boleh nomor kurir ambil pegang area kabupaten bogor
2021-11-02 07:55:02+00:00,"@zarazettirazr @ninja_xpress_id Shopee jg sm adminnya ga interaktif, prnh 3x ga dibalas",shopee administrator tidak tidak balas
2021-01-20 09:06:33+00:00,"@RicAndreas @ninjaxpress_id @ninja_xpress_id Rata-rata di shopee pickup dari toko kok, gue buyer. Ga pernah ada masalah sama kurir lain selama 4-5 tahunan walaupun bukan sistem drop-off, giliran kmrn ngeklik Ninja krn lupa alihin opsi ke J&amp;T langsung begini.",shopee ambil toko beli tidak masalah kurir lain tahun sistem drop gilir kemarin ninja lupa opsi jnt langsung
2020-09-26 08:34:24+00:00,@irfananh @ninja_xpress_id wes direfund sama shopee duitnya fan wkwkwk kepret ancen.,shopee uang tertawa
2021-10-13 09:44:09+00:00,"@ninja_xpress_id ini udah paling gila sih. dari tgl 10 sampe tgl 13 paket ga gerak, iya 3 HARI DI DROPOFF COUNTER.

konyol sih @ShopeeID kok bs rekanan freong sama ekspedisi buluk macem ini.

gila!
gk lagi2 deh. mending bayar ongkir, drpd freong tp smp berhari2 paket ga diapa2in. https://t.co/QEZ1Bsosk4",sudah gila sih tanggal sampai tanggal paket tidak gerak ya hari konyol sih bisa rekan ekspedisi gila tidak lagi deh lebih baik bayar ongkos kirim sampai paket tidak apa
2021-04-18 06:27:40+00:00,@ShopeeID @ShopeeCare udh jam segini koq msh blum jg dikirim?? Ngga diprioritasin ya paket yg hrsnya dikirim kmrn?? @ninja_xpress_id,sudah jam belum kirim tidak ya paket kirim kemarin
2021-04-23 02:56:06+00:00,"@jntexpressid Suru pick up yah ga pick up pick up. Uda live chat, uda telp. Sama aja nihil. Dan kalo hari ini ga dikirim, barang dagangan saya tercancel dari shopee. Kalo ga bisa punya fitur kayak @JNE_ID @ninja_xpress_id @sicepat_ekspres yah jangan ngikut!",suruh ambil ya tidak ambil ambil sudah hubung sudah telepon saja nihil hari tidak kirim barang dagang shopee tidak bisa fitur ya jangan
2021-05-05 16:10:52+00:00,"@JNECare 
Apa susahnya sih kalian yg mnghubngi kru kalian yg di tasik? Knp harus berbelit2??  @ShopeeID jg gk ada loyalitas ke mitranya. giliran gk di pickup dan kna pmbatalan otomatis toko kita yg buruk dan kena pinalty @ninja_xpress_id juga samanya. Gk pickup2 udh brhari2 https://t.co/LnIxeDJsLp",susah sih belit tidak loyalitas gilir tidak ambil otomatis toko buruk kena sama tidak ambil sudah
2021-04-30 05:11:59+00:00,@ninja_xpress_id @ShopeeID Haha kudu sabar emng min,tertawa sabar memang administrator
2020-10-01 15:58:58+00:00,"@ninja_xpress_id @ShopeeID SHP3765067417
Kok gak seperti biasanya yang secepat ninja.",tidak cepat ninja
2021-11-14 13:35:57+00:00,Astaghfirullah tobat deh belanja di Shopee pake @ninja_xpress_id. Udah seminggu ga nyampe2 paket dari cirbeon ke surabaya. Dibilang alamat gue ga ditemukan. Padahal paket2 lain gue dari shopee semua pasa nyampe aja ga susah. Tolong yaa https://t.co/0d34MnoCXO,tobat deh belanja shopee pakai sudah minggu tidak sampai paket surabaya bilang alamat tidak temu paket lain shopee sampai saja tidak susah tolong ya
2022-05-15 06:29:06+00:00,"Tolong banget reply, buyer ku kasian nungguin paketnya udh seminggu lebih, Padahal tinggal dibawa ke alamatnya @ShopeeID @ninja_xpress_id",tolong banget balas beli ku kasihan tunggu paket sudah minggu lebih tinggal bawa alamat
2020-10-25 00:09:48+00:00,"@ninja_xpress_id @ShopeeID Tolong dong percepat pengiriman, udah pesen dari tgl 19 sampe skrg blm juga dateng https://t.co/NYbsIHf2qK",tolong cepat kirim sudah pesan tanggal sampai belum datang
2020-10-26 03:16:50+00:00,@ninja_xpress_id @ShopeeID Tolong dong @ninja_xpress_id udan 3 hari pesan status masih nunggu pick-up.. https://t.co/GQHtVyulNc,tolong hari pesan status tunggu ambil
2022-04-23 09:12:22+00:00,@ninja_xpress_id tolong dong diperjelas paketku ga sampe² terus status di Shopee sama di situs ninjaxpress nya beda. Tolong di bantu ya nomor resinya SHP4590026393 udah lewat estimasi waktu pengiriman 2 hari ni https://t.co/GrWszL8XAX,tolong jelas paket tidak sampai status shopee situs nya beda tolong bantu ya nomor sudah lewat estimasi waktu kirim hari
2020-10-28 23:38:12+00:00,"tolong dong paket saya beli di @ShopeeID udah 3 hari masih stuck aja, gak ada perubahan pake jasa kirim @ninja_xpress_id",tolong paket beli sudah hari macet saja tidak ubah pakai jasa kirim
2020-10-29 00:24:37+00:00,"tolong dong paket ku beli di @ShopeeID udah seharian masih gak gerak, gak ada perubahan @ninja_xpress_id mana isinya regulate jaehyun lagi yallah nyesel sumpah😭😭",tolong paket ku beli sudah hari tidak gerak tidak ubah mana lagi sesal sumpah
2020-10-09 17:13:20+00:00,"@ninja_xpress_id @ShopeeID Tolong segera kirim paket saya, jangan sampe hilang!! SHP5983889717
Lama banget anying!!",tolong segera kirim paket jangan sampai hilang lama banget anjing
2021-11-12 02:58:21+00:00,Tolooooong yaaa @ShopeeID jangan pake @ninja_xpress_id ngelawaknya kebangetan !!!! paket udah 4 hari diam di tempat gak ada kejelasan.,tolong ya jangan pakai banget paket sudah hari diam tempat tidak jelas
2020-12-19 14:51:17+00:00,"Tolong ya, ini paket ngapa gada kabarnya sama sekali?! Dari tgl 15, sekarang 19. Manaaaaa paketnyaaaaaaaa?!
@ninja_xpress_id @ShopeeID https://t.co/WYdOaHn8ht",tolong ya paket tidak kabar sekali tanggal mana paket
2021-05-23 05:35:14+00:00,"ditransfer kembali. Sekali lagi terimakasih @ShopeeID @ShopeeCare atas perhatian &amp; solusinya. Mohon @ninja_xpress_id memperbaiki Layanan, karena baik seller &amp; pembeli jadi pihak yang sangat dirugikan. Dan dengan klarifikasi ini masalah saya anggap selesai sementara.",transfer kembali sekali lagi terima kasih perhati mohon baik layan baik jual beli rugi klarifikasi masalah anggap selesai
2021-05-23 05:35:13+00:00,"THREAD KLARIFIKASI MASALAH KOMPLAIN @ShopeeID @ShopeeCare @ninja_xpress_id 
CC : @Kemendag @kemkominfo @kemenhub151 @KSPgoid 
Terimakasih @ShopeeID atas perhatiannya terhadap masalah yang saya alami. 23/5/2021 saya sdh dikontak CS @ShopeeCare untuk permintaan maaf.",utas klarifikasi masalah komplain tukar terima kasih perhati masalah alami sudah layan langgan minta maaf
2021-05-05 23:37:17+00:00,"@dinario @JNECare @ShopeeID @ninja_xpress_id kenapa ya JNE dimana dimana lelet, terus nggk jelas kayag gini gan, kita disumatera juga ngalamin nih, barang ane monitor 7kg udh 6hari nggk ada kabar, malah ane salut sama @sicepat_ekspres alhamdulillah belum pernah lelet, brusan kirim case pc 14kg 3hr sampe dri jkt.",ya jne mana mana lambat tidak jelas juragan alami barang monitor kg sudah hari tidak kabar salut alhamdulillah belum lambat kirim kasus kg hari sampai jakarta
2021-03-22 05:46:27+00:00,"@Oline_BMI @ninja_xpress_id @ShopeeID Iyaaa. Kesel juga di shopee ga bisa milih jasa pengiriman sekarang :"""") skip info klo ternyata bisa diganti dalam 1 jam setelah check out :"""")",ya kesal shopee tidak bisa pilih jasa kirim informasi bisa ganti jam cek
2021-05-06 15:43:39+00:00,"@Riezky97383793 @JNECare @ShopeeID @ninja_xpress_id @sicepat_ekspres Iya..sumpah, pake @jntexpressid udah smpe 6X gk di pick up kurir ampe buruk rating toko sya, pake @ninja_xpress_id juga sma malah di sebut barang blum siap khan krng ajar @JNECare samanya jg, pas pake @sicepat_ekspres langsung tlp donk kurirnya lngsung pick up, salut..",ya sumpah pakai sudah sampai tidak ambil kurir sampai buruk nilai toko pakai sebut barang belum kurang ajar sama pas pakai langsung telepon kurir langsung ambil salut
2020-12-01 10:25:03+00:00,"@ShopeeID Min, udah nunggu 8 hari barang pesanan di shopee, pas itu pesen charger hp di mobil, eh di telpon ama shopee express id jakarta center buat konfirmasi brg. Besoknya ada notif kalo barang hilang, kenapa balikinnya uang sih min, kenapa kaga iPhone??😭",administrator sudah tunggu hari barang pesan shopee pas pesan mobil eh telepon shopee express id jakarta buat konfirmasi barang besok notifikasi barang hilang kembali uang sih administrator tidak iphone
2021-02-28 04:55:18+00:00,"wtb album only resonance pt 2 departure vers yg bisa keep 3.3 
yang bisa pengiriman shopee express/id express",album pt bisa bisa kirim shopee express id express
2022-05-27 13:02:10+00:00,"@sbtcon Kalo pickup di aku sicepat sama jnt tapi kalo anter barang shopee express, id express sama sicepat sih, pada demen nganter barang pagi😭😭😭",ambil sicepat jnt antar barang shopee express id express sicepat sih suka antar barang pagi
2022-04-27 21:19:38+00:00,"@areinug Asli, pernah di tanyain juga ke csnya, anter aja, shopee express, id express dan temen temennya, apakah mereka menerima training yg sama dengan kurir sicepat / j&amp;t yg beradab dan bersedia mencet bel 😂",asli antar saja shopee express id express teman teman terima latih kurir sicepat juta adab sedia bel
2021-04-09 21:54:06+00:00,"@txtdarionlshop Padahal bagus tuh, j&amp;t express, id express, shopee express. Cuma skrg gak bisa pilih eh malah dikurangi gimanasi pdhl uda pada bener mereka paling cepet",bagus juta express id express shopee express tidak bisa pilih eh rang sudah benar cepat
2022-05-07 23:40:40+00:00,"@convomf Banyak, tp tergantung tokonya jg. Biasanya ada jne j&amp;t sicepat shopee express id express.",banyak gantung toko jne juta sicepat shopee express id express
2021-10-26 04:53:43+00:00,"Beda lagi sama shopee express, sicepat sama ID express. ID mendingan sih sekarang. Shopee sama sicepat astagfirullah, ada aj yg penyok2 walaupun isinya gk ikutan penyok, agak lama juga nyampenya",beda lagi shopee express sicepat id express id sih shopee sicepat astagfirullah saja penyok tidak penyok lama sampai
2022-08-23 07:55:03+00:00,"Belum lagi kurir antar barang seperti di JNE, J&amp;T, Tiki, Shopee Express, ID Express, dll. sebagian besar dibayar per barang yg selesai dikirimkan, antara 1.000 - 2.000 rupiah saja.

Sementara motor, bensin, HP, pulsa, dll kurir yg menanggung.

Selengkapny: https://t.co/LtFhldg18S",belum lagi kurir antar barang jne juta tik shopee express id express lain lain besar bayar barang selesai kirim rupiah saja motor bensin pulsa lain lain kurir tanggung
2022-06-21 08:26:33+00:00,"Berapa Penghasilan Kurir  JNE, Sicepat, TIKI, Ninja, Shopee Express, ID ... https://t.co/1YEPTVWbLT",berapa hasil kurir jne sicepat tik ninja shopee express id
2021-07-01 13:53:05+00:00,@quitesonder @samarindabase kayanya itu besok udah berubah deh ka statusnya. biasanya aku pake shopee express/id express cepet sih,besok sudah ubah deh kakak status pakai shopee express id express cepat sih
2022-05-01 07:03:23+00:00,"Kalau pada bilang kan lebaran jadi wajar paket telat, mohon maap ini expedisi tiap gue beli barang dengan expedisi ini pasti telat mulu, harusnya 3 hari jadi 6 hari dst. 

Dan expedisi lain kayak macam sicepat, shopee express, id express, anteraja gak ada tuh yg telat.",bilang lebaran wajar paket lambat mohon maaf ekspedisi beli barang ekspedisi pasti lambat melulu hari hari ekspedisi lain sicepat shopee express id express anteraja tidak lambat
2021-08-30 02:32:22+00:00,"@GGSell_fess Aku bisa nder, mau ekspedisi apa? Aku Deket smua, ada SICEPAT, JNT, SHOPEE EXPRESS, ID EXPRESS, JNE, ANTERAJA, Shopee aku juga udah Freeong X-tra^^ insyaallah bisa packing cepat, udah biasa packing untuk wts^^",bisa kak mau ekspedisi dekat sicepat jnt shopee express id express jne anteraja shopee sudah gratis ongkos kirim insyaallah bisa emas cepat sudah emas
2021-06-08 05:12:34+00:00,"Kalo bisa milih mah, ga bakal pake Shopee Express/ID Express. Soalnya ga jelas parahhhh👎👎👎",bisa pilih mah tidak pakai shopee express id express tidak jelas parah
2021-02-18 12:55:44+00:00,"@txtdarionlshop Blibli : buat belanja elektronik. Gratis ongkir pengiriman instant ataupun sameday.

Lazada : kalo ada diskon gila2an macam Adidas.

Shopee : baru2 ini pake karena kerja di ID Express. ID express ongkirnya murah, cepet sampenya.",buat belanja elektronik gratis ongkos kirim kirim hari lazada diskon shopee baru pakai kerja id express id express ongkos murah cepat sampai
2021-08-19 13:34:53+00:00,"Cek cctv juga cuman 1 kurr yg dateng dan itu dari JNE dan barang yg beda, bukan barang yg saya cari yg pake shopee express id dan KATANYA udah sampe @ShopeeID",cek datang jne barang beda barang cari pakai shopee express id sudah sampai
